"title","artiste_name","video","audio","views","likes","comments","like_pct","comment_pct","engagement_rate","promotion_priority"
"Sorry (Audio Slide)","Shatta Wale","",1,355424,9474,1103,"2.67","0.31","2.98","Not a priority"
"Shoulder (Audio Slide)","Shatta Wale","",1,302805,11025,1167,"3.64","0.39","4.03","Not a priority"
"Knockout (Audio Slide)","Shatta Wale","",1,174905,7823,788,"4.47","0.45","4.92","Not a priority"
"Rising Youth (Official Video)","Shatta Wale",1,"",1310498,29545,2432,"2.25","0.19","2.44","Not a priority"
"Why Always Me Ft Medikal (Official Video)","Shatta Wale",1,"",672199,16222,1083,"2.41","0.16","2.57","Not a priority"
"On God (Official Video)","Shatta Wale",1,"",26549521,200863,18724,"0.76","0.07","0.83","Not a priority"
"Ara B - Senseless Life (Official Video)","Shatta Wale",1,"",46781,3849,207,"8.23","0.44","8.67","Not a priority"
"Shatta Wale X Medikal - Deeper Than Blood (Official Video )","Shatta Wale",1,"",426995,15865,1551,"3.72","0.36","4.08","Not a priority"
"On God (Audio Slide)","Shatta Wale","",1,904824,16719,1847,"1.85","0.20","2.05","Not a priority"
"Fear Mi (Official Video)","Shatta Wale",1,"",260695,8682,504,"3.33","0.19","3.52","Not a priority"
"Bess Lyf (Official Video)","Shatta Wale",1,"",2014144,30729,2332,"1.53","0.12","1.64","Not a priority"
"London City (Audio Slide)","Shatta Wale","",1,41482,2609,247,"6.29","0.60","6.88","Not a priority"
"Abnormal Temperature. (Freestyle)","Shatta Wale",1,"",47542,3321,381,"6.99","0.80","7.79","Not a priority"
"Regular (Audio Slide)","Shatta Wale","",1,38956,3049,425,"7.83","1.09","8.92","Not a priority"
"Jail Man (Viral Video)","Shatta Wale",1,"",875252,15609,981,"1.78","0.11","1.90","Not a priority"
"Like Summer - Shatta X Medikal On A Vacation Somewhere In Ghana ??????","Shatta Wale",1,"",34413,1853,133,"5.38","0.39","5.77","Not a priority"
"Shatta Wale X Jupitar - Like Summer (Audio Slide)","Shatta Wale","",1,363181,7995,952,"2.20","0.26","2.46","Not a priority"
"Landlord (Audio Slide)","Shatta Wale","",1,174877,6128,818,"3.50","0.47","3.97","Not a priority"
"I Pray (Official Video)","Shatta Wale",1,"",386132,11264,747,"2.92","0.19","3.11","Not a priority"
"Taking Over (Remix) Ft. DJ Vyrusky (Audio Slide)","Shatta Wale","",1,111523,5241,279,"4.70","0.25","4.95","Not a priority"
"Love Is A Medicine (Official Video)","Shatta Wale",1,"",217393,7719,566,"3.55","0.26","3.81","Not a priority"
"Love Is A Medicine (Audio Slide)","Shatta Wale","",1,69282,3434,285,"4.96","0.41","5.37","Not a priority"
"Cool Down (Audio Slide)","Shatta Wale","",1,93908,4210,413,"4.48","0.44","4.92","Not a priority"
"I Pray (Audio Slide)","Shatta Wale","",1,118071,5116,473,"4.33","0.40","4.73","Not a priority"
"Nobody Bigger Than God (Audio Slide)","Shatta Wale","",1,102200,4776,494,"4.67","0.48","5.16","Not a priority"
"Jail Man (Audio Slide)","Shatta Wale","",1,791146,17705,2200,"2.24","0.28","2.52","Not a priority"
"Thugs Feat. Ara B X Captan (Official Video)","Shatta Wale",1,"",364034,11617,1216,"3.19","0.33","3.53","Not a priority"
"Bless Me (Audio Slide)","Shatta Wale","",1,118211,4781,698,"4.04","0.59","4.63","Not a priority"
"Sex Life Ft. Yadark (Audio Slide)","Shatta Wale","",1,180750,4917,523,"2.72","0.29","3.01","Not a priority"
"Agraadaa (Official Video)","Shatta Wale",1,"",968754,17219,1202,"1.78","0.12","1.90","Not a priority"
"Hmmm Chale Ft. Ara-B (Official Video)","Shatta Wale",1,"",396226,11441,1180,"2.89","0.30","3.19","Not a priority"
"Drive By (Audio Slide)","Shatta Wale","",1,38945,2736,351,"7.03","0.90","7.93","Not a priority"
"Bra Wale (Audio Slide)","Shatta Wale","",1,39608,2819,225,"7.12","0.57","7.69","Not a priority"
"Are You Ok? (Audio Slide)","Shatta Wale","",1,46514,3043,426,"6.54","0.92","7.46","Not a priority"
"Your Docket (Audio Slide)","Shatta Wale","",1,35550,2513,277,"7.07","0.78","7.85","Not a priority"
"Night Meetings (Audio Slide )","Shatta Wale","",1,48274,3151,362,"6.53","0.75","7.28","Not a priority"
"Brokors (Audio Slide)","Shatta Wale","",1,63551,3077,327,"4.84","0.51","5.36","Not a priority"
"Panai (Official Video)","Shatta Wale",1,"",277210,10095,969,"3.64","0.35","3.99","Not a priority"
"It'S A Must (Official Video )","Shatta Wale",1,"",277268,10615,1147,"3.83","0.41","4.24","Not a priority"
"Agradaa (Audio Slide)","Shatta Wale","",1,48089,3103,379,"6.45","0.79","7.24","Not a priority"
"Doto [Shut Up] (Audio Slide)","Shatta Wale","",1,43888,2819,270,"6.42","0.62","7.04","Not a priority"
"Getting Loud (Audio Slide)","Shatta Wale","",1,68159,3283,444,"4.82","0.65","5.47","Not a priority"
"You No Fit (Audio Slide )","Shatta Wale","",1,41436,2578,331,"6.22","0.80","7.02","Not a priority"
"Pañia (Audio Slide)","Shatta Wale","",1,44105,2986,395,"6.77","0.90","7.67","Not a priority"
"2Known (Audio Slide)","Shatta Wale","",1,44590,2851,432,"6.39","0.97","7.36","Not a priority"
"Car Race (Audio Slide)","Shatta Wale","",1,41237,2469,212,"5.99","0.51","6.50","Not a priority"
